Reading 1,Reading 2,Reading 3,Reading 4,Reading 5,Reading 6,Reading 7,Reading 8,Label,Baseline
571,562,510,491,296,421,189,196,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
573,562,509,492,295,422,189,195,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
571,561,508,490,292,420,189,194,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
569,561,506,490,291,420,188,194,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
570,559,506,488,290,418,188,194,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
569,559,505,489,289,418,187,193,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
568,557,504,487,289,418,187,194,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
567,558,505,487,289,418,187,192,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
567,558,505,487,290,418,186,190,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
565,556,502,485,289,417,185,188,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
564,554,501,484,287,415,184,188,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
562,552,497,482,287,414,184,188,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
561,551,498,481,286,413,185,187,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
560,549,495,480,286,413,184,186,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
558,547,492,478,283,411,182,185,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
558,546,491,477,284,411,183,184,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
557,546,492,477,282,410,183,183,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
556,546,488,476,282,409,181,184,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
557,546,490,477,283,409,182,183,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
557,546,485,476,282,408,181,183,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
559,546,494,476,284,408,181,182,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
559,546,495,476,284,408,182,182,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
560,547,495,477,284,407,182,182,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
559,547,493,477,283,408,182,182,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
559,547,492,477,284,408,182,183,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
559,547,498,476,285,408,182,182,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
559,546,500,477,285,408,183,182,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
558,547,494,476,285,407,182,182,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
558,547,496,477,286,407,182,182,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
559,548,498,477,285,407,183,182,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
559,547,496,476,286,407,182,182,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
559,547,496,477,287,407,182,183,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
560,548,496,478,287,408,183,183,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
558,547,495,477,286,409,181,182,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
561,549,496,478,286,409,181,181,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
560,547,494,477,285,409,180,182,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
562,548,496,478,285,410,180,183,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
562,549,497,478,286,409,181,182,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
560,549,499,478,286,410,181,183,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
560,549,497,478,285,409,181,182,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
561,549,497,478,286,410,182,182,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
560,549,498,478,286,410,182,182,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
561,549,498,478,285,408,182,181,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
561,549,496,477,286,408,182,182,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
560,548,493,478,286,408,181,182,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
561,549,492,478,285,407,180,182,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
561,549,490,478,284,407,180,182,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
561,550,491,478,285,407,181,182,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
562,550,490,478,285,407,181,182,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
562,549,492,478,287,408,182,182,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
562,550,491,478,288,408,182,182,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
562,550,489,478,288,407,182,182,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
563,550,491,479,288,408,182,182,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
562,550,499,478,289,408,182,182,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
560,550,498,477,288,407,182,183,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
562,550,497,478,288,408,181,183,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
562,549,497,477,288,408,182,182,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
562,550,495,478,288,408,182,183,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
562,549,497,477,288,409,182,183,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
561,550,497,478,288,410,182,183,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
560,549,498,478,287,409,182,183,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
560,550,500,477,286,409,182,183,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
562,549,501,477,286,409,181,182,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
561,549,502,477,286,409,182,182,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
560,549,504,477,287,410,181,182,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
559,550,504,477,287,410,182,182,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
561,551,506,479,288,411,182,182,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
560,550,505,478,287,410,182,182,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
559,550,504,478,286,411,181,182,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
561,551,506,479,287,412,182,183,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
562,550,506,478,285,412,182,182,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
560,550,502,477,285,411,182,181,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
561,550,505,477,285,412,182,181,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
561,550,505,477,285,412,182,182,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
562,550,502,478,285,411,181,181,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
559,550,507,477,286,412,181,181,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
558,550,507,478,286,412,181,181,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
556,550,506,478,285,411,182,181,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
556,550,507,477,287,411,181,180,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
555,549,506,477,287,410,182,180,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
556,550,507,477,287,411,182,181,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
556,550,507,477,287,411,182,181,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
556,551,508,478,288,411,182,181,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
556,550,507,478,288,411,182,180,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
556,550,506,478,286,412,181,181,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
555,550,508,478,288,413,182,181,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
555,551,508,478,288,413,182,181,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
556,551,506,478,288,413,181,182,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
556,551,508,478,288,413,181,181,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
556,550,507,477,289,413,181,182,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
556,550,509,477,288,412,181,181,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
557,551,507,477,288,413,181,181,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
556,551,510,477,289,413,182,180,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
556,550,509,477,289,413,181,181,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
556,551,510,476,288,413,182,179,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
556,550,510,474,288,413,181,180,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
557,551,510,476,288,413,181,181,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
557,550,510,475,288,413,181,180,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
557,551,507,476,288,412,182,180,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
558,551,512,477,288,413,182,180,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
558,550,510,478,289,413,182,180,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
557,550,509,477,289,413,182,180,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
558,550,508,477,288,411,181,181,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
558,549,507,477,288,411,182,180,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
558,550,506,476,288,412,182,181,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
559,550,506,476,288,411,182,181,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
558,550,506,477,287,412,181,180,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
559,549,505,476,288,411,180,181,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
559,549,505,477,287,411,181,181,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
560,549,505,477,287,411,181,181,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
