Reading 1,Reading 2,Reading 3,Reading 4,Reading 5,Reading 6,Reading 7,Reading 8,Label,Baseline
515,563,570,521,492,405,196,172,slouch,"232.08247422680412,152.62886597938143,96.09278350515464,70.16494845360825,69.43298969072166,157.1340206185567,196.1443298969072,169.38144329896906"
515,564,570,521,491,406,196,171,slouch,"232.08247422680412,152.62886597938143,96.09278350515464,70.16494845360825,69.43298969072166,157.1340206185567,196.1443298969072,169.38144329896906"
516,563,570,522,492,410,195,172,slouch,"232.08247422680412,152.62886597938143,96.09278350515464,70.16494845360825,69.43298969072166,157.1340206185567,196.1443298969072,169.38144329896906"
517,563,570,522,492,414,195,172,slouch,"232.08247422680412,152.62886597938143,96.09278350515464,70.16494845360825,69.43298969072166,157.1340206185567,196.1443298969072,169.38144329896906"
517,563,570,521,489,417,195,172,slouch,"232.08247422680412,152.62886597938143,96.09278350515464,70.16494845360825,69.43298969072166,157.1340206185567,196.1443298969072,169.38144329896906"
513,562,568,521,487,422,195,173,slouch,"232.08247422680412,152.62886597938143,96.09278350515464,70.16494845360825,69.43298969072166,157.1340206185567,196.1443298969072,169.38144329896906"
507,562,566,520,482,424,195,172,slouch,"232.08247422680412,152.62886597938143,96.09278350515464,70.16494845360825,69.43298969072166,157.1340206185567,196.1443298969072,169.38144329896906"
508,563,566,520,476,425,195,173,slouch,"232.08247422680412,152.62886597938143,96.09278350515464,70.16494845360825,69.43298969072166,157.1340206185567,196.1443298969072,169.38144329896906"
508,563,567,520,472,427,195,173,slouch,"232.08247422680412,152.62886597938143,96.09278350515464,70.16494845360825,69.43298969072166,157.1340206185567,196.1443298969072,169.38144329896906"
508,562,568,521,470,428,196,174,slouch,"232.08247422680412,152.62886597938143,96.09278350515464,70.16494845360825,69.43298969072166,157.1340206185567,196.1443298969072,169.38144329896906"
508,563,567,520,470,427,196,173,slouch,"232.08247422680412,152.62886597938143,96.09278350515464,70.16494845360825,69.43298969072166,157.1340206185567,196.1443298969072,169.38144329896906"
509,564,568,522,466,425,196,173,slouch,"232.08247422680412,152.62886597938143,96.09278350515464,70.16494845360825,69.43298969072166,157.1340206185567,196.1443298969072,169.38144329896906"
510,564,567,522,464,422,196,173,slouch,"232.08247422680412,152.62886597938143,96.09278350515464,70.16494845360825,69.43298969072166,157.1340206185567,196.1443298969072,169.38144329896906"
510,563,567,522,464,420,196,174,slouch,"232.08247422680412,152.62886597938143,96.09278350515464,70.16494845360825,69.43298969072166,157.1340206185567,196.1443298969072,169.38144329896906"
510,563,568,522,465,418,196,173,slouch,"232.08247422680412,152.62886597938143,96.09278350515464,70.16494845360825,69.43298969072166,157.1340206185567,196.1443298969072,169.38144329896906"
511,563,567,521,465,418,197,173,slouch,"232.08247422680412,152.62886597938143,96.09278350515464,70.16494845360825,69.43298969072166,157.1340206185567,196.1443298969072,169.38144329896906"
511,562,568,521,466,417,195,173,slouch,"232.08247422680412,152.62886597938143,96.09278350515464,70.16494845360825,69.43298969072166,157.1340206185567,196.1443298969072,169.38144329896906"
511,563,567,521,466,418,196,173,slouch,"232.08247422680412,152.62886597938143,96.09278350515464,70.16494845360825,69.43298969072166,157.1340206185567,196.1443298969072,169.38144329896906"
510,561,566,521,468,418,196,174,slouch,"232.08247422680412,152.62886597938143,96.09278350515464,70.16494845360825,69.43298969072166,157.1340206185567,196.1443298969072,169.38144329896906"
509,561,565,520,469,418,196,173,slouch,"232.08247422680412,152.62886597938143,96.09278350515464,70.16494845360825,69.43298969072166,157.1340206185567,196.1443298969072,169.38144329896906"
509,560,565,519,470,420,197,173,slouch,"232.08247422680412,152.62886597938143,96.09278350515464,70.16494845360825,69.43298969072166,157.1340206185567,196.1443298969072,169.38144329896906"
